,Word,isNeologism
8326,dextrină,1
8327,dextrocardie,1
8328,dextrogir,1
8329,dextroză,1
8330,dezabie,1
8331,dezabona,1
8332,dezabuza,1
8333,dezacord,1
8334,dezacorda,1
8335,dezactiva,1
8336,dezafecta,1
8337,dezafecțiune,1
8338,dezagreabil,1
8339,dezagrega,1
8340,dezagregant,1
8341,dezagregație,1
8342,dezagrement,1
8343,dezambala,1
8344,dezambiguiza,1
8345,dezaminază,1
8346,dezamorsa,1
8347,dezanamorfoză,1
8348,dezangaja,1
8349,dezaproba,1
8350,dezaprobator,1
8351,dezaprobație,1
8352,dezapropriație,1
8353,dezarma,1
8354,dezarmament,1
8355,dezarmant,1
8356,dezarticula,1
8357,dezarticulație,1
8358,dezasambla,1
8359,dezasimila,1
8360,dezasimilație,1
8361,dezastru,1
8362,dezastruos,1
8363,dezavantaj,1
8364,dezavantaja,1
8365,dezavantajos,1
8366,dezavua,1
8367,dezavuabil,1
8368,dezaxa,1
8369,dezbate,1
32633,dezbina,0
32634,dezbrăca,0
32635,dezbăra,0
8370,dezechilibra,1
8371,dezechilibru,1
8372,dezechipa,1
8373,dezerta,1
8374,dezertor,1
8375,dezerțiune,1
8376,dezesperant,1
8377,dezeșua,1
32636,dezgheța,0
8378,dezgusta,1
8379,dezice,1
8380,deziderat,1
8381,deziderativ,1
8382,deziluzie,1
8383,deziluziona,1
8384,deziluzionant,1
8385,dezincrustație,1
8386,dezinfecta,1
8387,dezinfectant,1
8388,dezinfecție,1
8389,dezinfesta,1
8390,dezinfestant,1
8391,dezinhibiție,1
8392,dezinsectiza,1
8393,dezinsecție,1
8394,dezintegra,1
8395,dezintegrator,1
8396,dezintegrație,1
8397,dezinteresa,1
8398,dezintoxica,1
8399,dezintoxicație,1
8400,dezinvaginație,1
8401,dezinvolt,1
8402,dezinvoltură,1
8403,dezir,1
8404,dezirabil,1
32637,dezlega,0
8405,dezmembra,1
32638,dezmetici,0
8406,dezmologie,1
8407,dezmopatie,1
32639,dezmânta,0
32640,dezmăța,0
8408,dezodoriza,1
8409,dezodorizant,1
8410,dezola,1
8411,dezolant,1
8412,dezolație,1
8413,dezonoare,1
8414,dezonora,1
8415,dezonorant,1
8416,dezordonat,1
8417,dezorganiza,1
8418,dezorganizator,1
8419,dezorganizație,1
8420,dezorienta,1
8421,dezosa,1
8422,dezoxida,1
8423,dezoxidant,1
8424,dezoxidație,1
8425,dezoxiribonucleic,1
8426,dezumaniza,1
32641,dezvoalbe,0
32642,dezvăța,0
32643,deșanț,0
32644,deșerta,0
8427,deșeu,1
32645,deșidera,0
32646,deșira,0
32647,deștept,0
32648,deștepta,0
32649,deștinge,0
8428,deține,1
8429,diabaz,1
8430,diabazic,1
8431,diabet,1
8432,diabetic,1
8433,diabetogen,1
8434,diabetologie,1
8435,diabolic,1
8436,diabolo,1
32650,diac,0
8437,diachenă,1
8438,diaclază,1
32651,diacon,0
8439,diaconat,1
32652,diaconic,0
8440,diacritic,1
8441,diacronic,1
8442,diacronie,1
8443,diacustică,1
8444,diadelf,1
8445,diademă,1
8446,diadoh,1
8447,diadă,1
8448,diafan,1
8449,diafanitate,1
8450,diafanometru,1
8451,diafanoscop,1
8452,diafanoscopie,1
8453,diafizectomie,1
8454,diafiză,1
8455,diafonie,1
32653,diafora,0
8456,diaforetic,1
8457,diaforeză,1
8458,diafragma,1
8459,diafragmatic,1
8460,diafragmatită,1
8461,diafragmă,1
8462,diagenetic,1
8463,diageneză,1
8464,diagnostic,1
8465,diagnostica,1
8466,diagnostician,1
8467,diagnoză,1
8468,diagonal,1
8469,diagonală,1
8470,diagraf,1
8471,diagrafie,1
8472,diagramă,1
8473,dialdehidă,1
8474,dialect,1
8475,dialectal,1
8476,dialectalism,1
8477,dialectic,1
8478,dialectician,1
8479,dialectică,1
8480,dialectism,1
8481,dialectolog,1
8482,dialectologic,1
8483,dialectologie,1
8484,dialelă,1
8485,dialipetal,1
8486,dialipetală,1
8487,dialisepal,1
8488,dializor,1
8489,dializă,1
8490,dialog,1
8491,dialoga,1
8492,dialogic,1
8493,dialogist,1
8494,diamagnetic,1
8495,diamagnetism,1
8496,diamant,1
8497,diamantar,1
8498,diamantat,1
32654,diamanticale,0
8499,diamantifer,1
8500,diamantin,1
8501,diametral,1
8502,diametru,1
8503,diapauză,1
8504,diapazon,1
8505,diapedeză,1
8506,diapirism,1
8507,diapozitiv,1
8508,diaree,1
8509,diareic,1
8510,diartroză,1
8511,diascop,1
8512,diascopic,1
8513,diascopie,1
8514,diasistem,1
8515,diaspor,1
8516,diasporă,1
8517,diastaltic,1
8518,diastazic,1
8519,diastază,1
8520,diastemă,1
8521,diastil,1
8522,diastolic,1
8523,diastolă,1
8524,diaterman,1
8525,diatermie,1
8526,diateză,1
8527,diatomee,1
8528,diatomit,1
8529,diaton,1
8530,diatonic,1
8531,diatonică,1
8532,diatribă,1
32655,diată,0
32656,diavol,0
8533,diazoic,1
8534,diazotare,1
32657,dibaci,0
8535,dibenzoil,1
32658,diblă,0
32659,dibui,0
32660,dicanic,0
8536,dicarboxilic,1
8537,dicefal,1
32661,dicheomă,0
32662,dichin,0
32663,dichisi,0
32664,dichiu,0
32665,dicimător,0
8538,diclin,1
8539,dicloramină,1
8540,dicloretilenă,1
8541,diclormetan,1
8542,dicotomie,1
8543,dicroic,1
8544,dicroism,1
8545,dicromatic,1
8546,dicromatopsie,1
8547,dicta,1
8548,dictafon,1
8549,dictator,1
8550,dictatorial,1
8551,dictatură,1
8552,dictație,1
8553,dicteu,1
8554,dicton,1
8555,dicție,1
8556,dicționar,1
8557,dicțiune,1
8558,didactic,1
8559,didactică,1
8560,didactil,1
32666,didahie,0
32667,didinele,0
8561,diecezan,1
8562,dieceză,1
8563,diedru,1
8564,dielectric,1
8565,diencefal,1
8566,dieretic,1
8567,diereză,1
8568,dietanolamină,1
8569,dietetic,1
8570,dietetician,1
8571,dietetică,1
8572,dietină,1
8573,dietă,1
8574,diez,1
8575,difamant,1
8576,difamator,1
8577,difamație,1
8578,difazat,1
8579,difenilamină,1
8580,diferemânt,1
8581,diferend,1
8582,diferent,1
8583,diferenția,1
8584,diferențial,1
8585,diferențială,1
8586,diferență,1
8587,diferi,1
8588,dificil,1
8589,dificultate,1
8590,dificultos,1
8591,difident,1
8592,difidență,1
8593,difluență,1
32668,difonie,0
8594,diform,1
8595,diformitate,1
8596,difosgen,1
8597,difracta,1
8598,difracție,1
8599,difteric,1
8600,difterie,1
8601,difteroid,1
8602,diftină,1
8603,diftong,1
8604,diftonga,1
8605,difuz,1
8606,difuza,1
8607,difuzibil,1
8608,difuzibilitate,1
8609,difuziune,1
8610,difuziv,1
8611,difuzor,1
8612,dig,1
8613,digama,1
8614,digamma,1
8615,digastric,1
8616,digenetic,1
8617,digera,1
8618,digerabil,1
8619,digest,1
8620,digestibil,1
8621,digestibilitate,1
8622,digestie,1
8623,digestiv,1
8624,digestor,1
8625,digit,1
8626,digital,1
8627,digitalină,1
8628,digitală,1
8629,digitat,1
8630,digitație,1
8631,digitiform,1
8632,digitigrad,1
8633,digitonină,1
8634,digitoxină,1
8635,digitron,1
8636,diglifă,1
8637,diglosie,1
8638,dign,1
8639,digna,1
8640,dignitar,1
8641,dignitate,1
8642,digraf,1
8643,digramă,1
8644,digresiune,1
8645,digresiv,1
32669,dihanie,0
8646,dihidromorfină,1
32670,dihonie,0
32671,dihor,0
8647,dihotomic,1
8648,dihotomie,1
32672,dijmă,0
8649,dilacerație,1
8650,dilata,1
8651,dilatabil,1
8652,dilatabilitate,1
8653,dilatant,1
8654,dilatator,1
8655,dilatație,1
8656,dilatometrie,1
8657,dilatometru,1
8658,dilatoriu,1
8659,dilațiune,1
8660,dildo,1
8661,dilect,1
8662,dilematic,1
8663,dilemă,1
8664,diletant,1
8665,diletantism,1
8666,diletantistic,1
8667,diligent,1
8668,diligență,1
8669,dilogie,1
8670,dilua,1
8671,diluant,1
8672,diluvial,1
8673,diluvian,1
8674,diluviu,1
8675,diluție,1
8676,dimensional,1
8677,dimensiune,1
8678,dimer,1
32673,dimerlie,0
8679,dimetilamină,1
8680,dimetilanilină,1
8681,dimetilformamidă,1
8682,dimetilsulfat,1
8683,dimetrodon,1
8684,dimetru,1
32674,dimie,0
8685,diminua,1
8686,diminuendo,1
8687,diminutiv,1
8688,diminutiva,1
8689,diminuție,1
8690,dimorf,1
8691,dimorfism,1
8692,dinam,1
8693,dinametru,1
8694,dinamic,1
8695,dinamică,1
8696,dinamism,1
8697,dinamist,1
8698,dinamita,1
8699,dinamitard,1
8700,dinamită,1
8701,dinamiza,1
8702,dinamogen,1
8703,dinamogeneză,1
8704,dinamogenie,1
8705,dinamograf,1
8706,dinamometric,1
8707,dinamometrie,1
8708,dinamometru,1
8709,dinast,1
8710,dinastic,1
8711,dinastie,1
8712,dinatron,1
8713,dineu,1
8714,dingo,1
32675,dinioare,0
8715,dinitrofenol,1
8716,dinitrotoluen,1
8717,dinoceras,1
8718,dinodă,1
8719,dinoteriu,1
8720,dinozaur,1
8721,dinozaurian,1
32676,dinte,0
8722,dină,1
8723,diodă,1
8724,dioic,1
8725,diomedă,1
8726,dionină,1
8727,dionisiac,1
8728,dioptaz,1
8729,dioptric,1
8730,dioptrică,1
8731,dioptrie,1
8732,dioptru,1
8733,dioramic,1
8734,dioramă,1
32677,diorie,0
8735,diorit,1
8736,dioxid,1
8737,dioxină,1
8738,dipeptidă,1
8739,dipetal,1
8740,diplegie,1
8741,diplocefal,1
8742,diplococ,1
8743,diplodoc,1
8744,diplofază,1
8745,diplogeneză,1
8746,diplograf,1
8747,diploic,1
8748,diploid,1
8749,diploidie,1
8750,diploma,1
8751,diplomat,1
8752,diplomatic,1
8753,diplomatică,1
8754,diplomație,1
8755,diplomă,1
8756,diplopie,1
8757,dipnoi,1
8758,dipod,1
8759,dipodie,1
8760,dipol,1
8761,dipolar,1
8762,dipsoman,1
8763,dipsomanie,1
8764,dipter,1
8765,diptic,1
8766,direct,1
8767,directiv,1
8768,directivitate,1
8769,directivă,1
8770,director,1
8771,directorat,1
8772,directorial,1
8773,directoriu,1
8774,directriță,1
8775,direcție,1
8776,direcționa,1
8777,direcțional,1
8778,dirham,1
8779,diriginte,1
8780,dirigui,1
8781,dirija,1
8782,dirijabil,1
8783,dirijism,1
8784,dirimant,1
8785,disartrie,1
8786,disartroză,1
8787,disbazie,1
8788,discal,1
8789,discartroză,1
8790,discerne,1
8791,discernământ,1
8792,discheratozic,1
8793,discheratoză,1
8794,dischetă,1
8795,dischinezie,1
8796,disciplina,1
8797,disciplinar,1
8798,disciplină,1
8799,discipol,1
8800,disco,1
8801,discobol,1
8802,discofil,1
8803,discofilie,1
8804,discografic,1
8805,discografie,1
8806,discoid,1
8807,discoidal,1
32678,discolie,0
8808,discolor,1
8809,discondroplazie,1
8810,disconfort,1
8811,discont,1
8812,discontinuitate,1
8813,discontinuu,1
8814,disconvenabil,1
8815,discopatie,1
8816,discord,1
8817,discordant,1
8818,discordanță,1
8819,discordie,1
8820,discotecă,1
8821,discount,1
8822,discrazic,1
8823,discrazie,1
8824,discredit,1
8825,discredita,1
8826,discrepant,1
8827,discrepanță,1
8828,discret,1
8829,discreție,1
8830,discrețional,1
8831,discreționar,1
8832,discrimina,1
8833,discriminant,1
8834,discriminator,1
8835,discriminatoriu,1
8836,discriminație,1
8837,discromatic,1
8838,discromatopsic,1
8839,discromatopsie,1
8840,discromie,1
8841,disculpa,1
8842,disculpație,1
8843,disculpă,1
8844,discurs,1
8845,discursiv,1
8846,discuta,1
8847,discutabil,1
8848,discuție,1
8849,diseca,1
8850,disecație,1
8851,disector,1
8852,disecție,1
8853,diseminație,1
8854,disensiune,1
8855,disentiment,1
8856,disepal,1
8857,disert,1
8858,diserta,1
8859,disertație,1
8860,disestezie,1
32679,diseu,0
8861,disfagie,1
8862,disfazie,1
8863,disfonie,1
8864,disforie,1
8865,disfrazie,1
8866,disfuncție,1
8867,disgenezie,1
8868,disgeuzie,1
8869,disgrafie,1
8870,dishidroză,1
8871,disident,1
8872,disidență,1
8873,disilab,1
8874,disilabic,1
8875,disimetrie,1
8876,disimil,1
8877,disimila,1
8878,disimilație,1
8879,disimilitudine,1
8880,disimula,1
8881,disimulator,1
8882,disimulație,1
8883,disipa,1
8884,disipativ,1
8885,disipator,1
8886,disipație,1
8887,disjunct,1
8888,disjunctiv,1
8889,disjunctor,1
8890,disjuncție,1
8891,dislalie,1
8892,dislexic,1
8893,dislexie,1
8894,disloca,1
8895,dislocație,1
8896,dismenoree,1
8897,dismenoreic,1
8898,dismetrie,1
8899,dismimie,1
8900,dismnezie,1
8901,dismorfie,1
8902,disocia,1
8903,disociabil,1
8904,disociabilitate,1
8905,disociație,1
8906,disolubil,1
8907,disolubilitate,1
8908,disolut,1
8909,disolutiv,1
8910,disoluție,1
8911,disonant,1
8912,disonanță,1
8913,disopsie,1
8914,disorexie,1
8915,disosmie,1
8916,disostoză,1
8917,disparat,1
8918,disparitate,1
8919,dispariție,1
8920,dispecer,1
8921,dispendios,1
8922,dispensa,1
8923,dispensabil,1
8924,dispensar,1
8925,dispensator,1
8926,dispensație,1
8927,dispensă,1
8928,dispepsie,1
8929,dispeptic,1
8930,dispera,1
8931,dispers,1
8932,dispersa,1
8933,dispersie,1
8934,dispersiv,1
8935,displazie,1
8936,displăcea,1
8937,dispnee,1
8938,dispneic,1
8939,disponibil,1
8940,disponibilitate,1
8941,dispozitiv,1
8942,dispoziție,1
8943,dispozițional,1
8944,dispreț,1
8945,disproporție,1
8946,disproporțional,1
8947,disproporționat,1
8948,disprosiu,1
8949,disproteinemie,1
8950,dispune,1
8951,disputa,1
8952,disputabil,1
8953,disputație,1
8954,dispută,1
8955,dispărea,1
8956,dispărut,1
8957,disruptiv,1
8958,distacament,1
8959,distal,1
8960,distanasie,1
8961,distant,1
8962,distanța,1
8963,distanță,1
8964,distazie,1
8965,disten,1
8966,distih,1
32680,distihie,0
8967,distila,1
8968,distilabil,1
8969,distilator,1
8970,distilație,1
8971,distilerie,1
8972,distimie,1
8973,distinct,1
8974,distinctiv,1
8975,distincție,1
8976,distinge,1
8977,distocic,1
8978,distocie,1
8979,distomatoză,1
8980,distomiază,1
8981,distonie,1
8982,distopic,1
8983,distopie,1
8984,distorsiometru,1
8985,distorsiune,1
8986,distra,1
8987,distracție,1
8988,distrage,1
8989,distribui,1
8990,distributiv,1
8991,distributivitate,1
8992,distribuție,1
8993,distribuțional,1
8994,district,1
8995,districtual,1
8996,distrofic,1
8997,distrofie,1
8998,distructibil,1
8999,distructiv,1
9000,distructor,1
9001,distrucție,1
9002,distruge,1
9003,disturbație,1
9004,disuasiv,1
9005,disuațiune,1
9006,disulfură,1
9007,disuric,1
9008,disurie,1
9009,diterpenă,1
9010,ditetragonal,1
9011,ditionat,1
9012,ditiramb,1
9013,ditirambic,1
32681,diudiuc,0
32682,diug,0
32683,diundiucă,0
32684,diurel,0
9014,diuretic,1
9015,diureză,1
9016,diurn,1
9017,diurnal,1
9018,diurnă,1
9019,divaga,1
9020,divagație,1
32685,divan,0
32686,divanit,0
9021,divaricație,1
9022,diverge,1
9023,divergent,1
9024,divergență,1
9025,divers,1
9026,diversifica,1
9027,diversitate,1
9028,diversiune,1
9029,diverti,1
9030,diverticul,1
9031,diverticulectomie,1
9032,diverticulită,1
9033,divertisant,1
9034,divertisment,1
32687,divictar,0
9035,divide,1
9036,dividend,1
9037,divin,1
9038,divinator,1
9039,divinatoriu,1
9040,divinație,1
9041,divinitate,1
9042,diviniza,1
9043,divinizațiune,1
9044,divitism,1
9045,diviz,1
9046,diviza,1
9047,divizibil,1
9048,divizibilitate,1
9049,divizion,1
9050,divizionar,1
9051,divizionist,1
9052,diviziune,1
9053,divizor,1
9054,diviție,1
9055,divorț,1
9056,divorța,1
9057,divulga,1
9058,divulgație,1
9059,divulsiune,1
9060,divă,1
9061,dixieland,1
9062,dizabilitate,1
9063,dizaharidă,1
9064,dizarmonie,1
9065,dizeniu,1
9066,dizenteric,1
9067,dizenterie,1
9068,dizeur,1
9069,dizeuză,1
9070,dizgrația,1
9071,dizgrație,1
9072,dizgrațios,1
32688,dizmerenie,0
9073,dizolva,1
9074,dizolvant,1
9075,dizolvație,1
9076,do,1
32689,doagă,0
32690,doamnă,0
32691,doar,0
32692,doască,0
32693,dobitoc,0
32694,doboș,0
32695,dobândi,0
9077,doc,1
9078,docar,1
9079,docetic,1
9080,docetism,1
9081,docher,1
9082,docil,1
9083,docilitate,1
9084,docimazie,1
9085,docimologie,1
9086,doct,1
9087,doctor,1
9088,doctoral,1
9089,doctorat,1
9090,doctrinal,1
9091,doctrinar,1
9092,doctrină,1
9093,document,1
9094,documenta,1
9095,documentar,1
9096,documentarist,1
9097,documentație,1
9098,documentologie,1
32696,dodecadă,0
9099,dodecaedric,1
9100,dodecaedru,1
9101,dodecafonic,1
9102,dodecafonie,1
9103,dodecafonism,1
9104,dodecafonist,1
9105,dodecagon,1
9106,dodecagonal,1
32697,dodecar,0
9107,dodecasilab,1
9108,dodecasilabic,1
9109,dodecastil,1
9110,dog,1
9111,dogal,1
32698,dogar,0
9112,doge,1
9113,dogmatic,1
9114,dogmatică,1
9115,dogmatism,1
9116,dogmatist,1
9117,dogmatiza,1
9118,dogmă,1
32699,dogori,0
32700,doi,0
32701,doică,0
32702,doină,0
32703,dojeni,0
9119,dol,1
9120,dolar,1
9121,dolce,1
9122,dolcissimo,1
32704,doldora,0
9123,doleanță,1
9124,dolerit,1
32705,dolf,0
9125,dolicocefalie,1
9126,dolihocefal,1
9127,dolihocefalie,1
9128,dolihocolon,1
9129,doliu,1
9130,dolium,1
32706,dolmaci,0
9131,dolmen,1
32707,doloagă,0
32708,dolofan,0
9132,dolomitic,1
9133,dolomită,1
9134,dolor,1
9135,dolos,1
9136,dolosiv,1
9137,dom,1
32709,dombaz,0
9138,domenial,1
9139,domeniu,1
9140,domestic,1
9141,domesticitate,1
9142,domicilia,1
9143,domiciliar,1
9144,domiciliu,1
9145,domina,1
9146,dominant,1
9147,dominanță,1
9148,dominator,1
9149,dominație,1
9150,dominical,1
9151,dominican,1
9152,dominion,1
9153,domino,1
32710,domn,0
32711,domoli,0
32712,domuz,0
9154,dona,1
9155,donatar,1
9156,donatism,1
9157,donativ,1
9158,donator,1
9159,donatrice,1
9160,donație,1
9161,donchihotesc,1
9162,donchihotism,1
32713,dondăni,0
9163,dong,1
9164,donjon,1
9165,donor,1
32714,donț,0
9166,dopa,1
9167,dopaj,1
9168,doping,1
32715,dor,0
9169,doradă,1
9170,dorian,1
9171,doric,1
9172,dorifor,1
9173,dormeză,1
32716,dormi,0
32717,dormita,0
9174,dormitiv,1
32718,dormitor,0
32719,dorobanț,0
32720,doroț,0
9175,dorsal,1
9176,dorsalgie,1
9177,dorsalizare,1
32721,dos,0
32722,dosadă,0
9178,dosar,1
32723,dostoianie,0
32724,dostoit,0
32725,dosădi,0
9179,dotație,1
9180,dotă,1
32726,două,0
32727,dovedi,0
32728,dovleac,0
9181,doxograf,1
32729,doxă,0
9182,doza,1
9183,dozabil,1
9184,dozaj,1
9185,dozimetrie,1
9186,dozimetru,1
32730,doznicos,0
9187,doză,1
32731,drac,0
32732,dracilă,0
9188,draconian,1
9189,draconitic,1
32733,drag,0
9190,draga,1
9191,dragaj,1
32734,draghicame,0
9192,draglină,1
32735,dragoman,0
9193,dragon,1
9194,dragonadă,1
9195,dragor,1
32736,dragoste,0
9196,dragă,1
32737,drahmă,0
9197,drajeu,1
9198,drajon,1
32738,dram,0
9199,dramatic,1
9200,dramatism,1
9201,dramatist,1
9202,dramatiza,1
9203,dramaturg,1
9204,dramaturgic,1
9205,dramaturgie,1
9206,dramă,1
9207,drapa,1
9208,drapaj,1
9209,drapel,1
9210,draperie,1
9211,drastic,1
9212,dravidian,1
9213,dravit,1
32739,dreață,0
32740,drege,0
32741,drelă,0
9214,dren,1
9215,drena,1
9216,drenaj,1
32742,drepnea,0
32743,drept,0
32744,dreptar,0
9217,dreptunghi,1
9218,dres,1
9219,dresa,1
9220,dresaj,1
9221,dresor,1
32745,dreve,0
9222,drezină,1
9223,driadă,1
9224,dribla,1
9225,dribler,1
9226,dribling,1
32746,dric,0
9227,drit,1
32747,driză,0
32748,drișcă,0
32749,droaie,0
32750,drob,0
9228,drog,1
9229,droga,1
9230,drogherie,1
9231,droghet,1
9232,droghist,1
32751,drojdie,0
9233,drolatic,1
9234,dromader,1
9235,dromofobie,1
9236,dromomanie,1
9237,drongo,1
9238,dront,1
9239,dronă,1
32752,dropie,0
9240,drosofilă,1
9241,drosometru,1
32753,drot,0
9242,druid,1
9243,druidic,1
32754,drujbă,0
32755,drum,0
9244,drumlin,1
9245,drummer,1
9246,drupă,1
9247,druză,1
32756,drâmbă,0
32757,drâng,0
9248,dual,1
9249,dualism,1
9250,dualist,1
9251,dualitate,1
32758,dubi,0
9252,dubios,1
9253,dubita,1
9254,dubitativ,1
9255,dubitație,1
9256,dubiu,1
9257,dubla,1
9258,dublaj,1
9259,dublet,1
9260,dublon,1
9261,dublu,1
9262,dublură,1
9263,dubniu,1
9264,ducal,1
9265,ducat,1
32759,ducaton,0
32760,duce,0
9266,duct,1
9267,ductil,1
9268,ductilitate,1
32761,dud,0
32762,duducel,0
32763,duduie,0
32764,dudău,0
9269,duel,1
9270,duelism,1
9271,duelist,1
9272,duet,1
32765,dugaș,0
32766,dugheană,0
32767,dughengiu,0
32768,dughie,0
9273,duglas,1
32769,dugliș,0
32770,dugos,0
32771,dugău,0
32772,duh,0
32773,duhni,0
32774,duhovnic,0
32775,duim,0
32776,duios,0
32777,duium,0
32778,duiță,0
32779,dujui,0
32780,dulachie,0
32781,dulamă,0
32782,dulandragiu,0
32783,dulap,0
32784,dulaș,0
32785,dulce,0
9274,dulcinee,1
32786,dulcoare,0
32787,dulgher,0
9275,dulie,1
32788,dumbeț,0
32789,dumbravnic,0
32790,dumbravă,0
32791,dumesnic,0
32792,dumica,0
32793,dumiri,0
9276,dumper,1
9277,dumping,1
9278,dunetă,1
32794,dungă,0
9279,dună,1
9280,duo,1
9281,duodecimal,1
9282,duodecimă,1
9283,duoden,1
9284,duodenal,1
9285,duodenectomie,1
9286,duodenită,1
9287,duodenostomie,1
9288,duodenotomie,1
9289,duopol,1
9290,duotriodă,1
9291,duplex,1
9292,duplica,1
9293,duplicativ,1
9294,duplicație,1
9295,duplicitate,1
9296,duplicătură,1
9297,dur,1
9298,durabil,1
9299,durabilitate,1
32795,durac,0
9300,duramater,1
9301,duramen,1
9302,durativ,1
9303,durcisare,1
32796,durcă,0
32797,durd,0
32798,durdă,0
32799,durea,0
9304,durilon,1
9305,durină,1
9306,durit,1
9307,duritate,1
32800,durn,0
32801,duroare,0
9308,duroscop,1
32802,dururos,0
32803,durzău,0
9309,duumvir,1
9310,duumviral,1
9311,duumvirat,1
32804,duvalm,0
32805,duzină,0
9312,duș,1
32806,dușman,0
32807,dușumea,0
32808,dușumică,0
32809,duț,0
32810,dveră,0
32811,dvorbă,0
32812,dvorean,0
32813,dvori,0
32814,dâmb,0
32815,dândăun,0
32816,dânsa,0
32817,dânsul,0
32818,dârmoz,0
32819,dârstă,0
32820,dârz,0
32821,dârzău,0
32822,dâră,0
32823,dădacă,0
32824,dădăuș,0
32825,dălcăuț,0
32826,dănăit,0
32827,dăpăra,0
32828,dărab,0
32829,dărui,0
32830,dărâma,0
32831,dărâna,0
32832,dărăpăna,0
32833,dăuna,0
32834,dăunos,0
32835,e,0
32836,ea,0
9313,eben,1
9314,ebenin,1
9315,ebenist,1
9316,ebenisterie,1
9317,eberluizant,1
9318,ebluant,1
9319,ebluisant,1
9320,ebonită,1
9321,ebraic,1
9322,ebraică,1
9323,ebraism,1
9324,ebraist,1
9325,ebraistică,1
9326,ebrietate,1
9327,ebriozitate,1
9328,ebuliometric,1
9329,ebuliometrie,1
9330,ebuliometru,1
9331,ebulioscop,1
9332,ebulioscopic,1
9333,ebulioscopie,1
9334,ebuliție,1
9335,ebulment,1
9336,eburnație,1
9337,eburneu,1
9338,ecarisaj,1
9339,ecarisor,1
9340,ecarlat,1
9341,ecart,1
9342,ecartament,1
9343,ecarte,1
32837,ecfonis,0
9344,echer,1
9345,echicurent,1
9346,echidiferență,1
9347,echidistant,1
9348,echidistanță,1
9349,echidnă,1
9350,echilateral,1
9351,echilibra,1
9352,echilibraj,1
9353,echilibrist,1
9354,echilibror,1
9355,echilibru,1
9356,echimolecular,1
9357,echimoză,1
9358,echinidă,1
9359,echinism,1
9360,echinococ,1
9361,echinococoză,1
9362,echinocțial,1
9363,echinocțiu,1
9364,echinoderm,1
9365,echină,1
9366,echipa,1
9367,echipaj,1
9368,echipament,1
9369,echipartiție,1
9370,echipier,1
9371,echipolent,1
9372,echipolență,1
9373,echipotențial,1
9374,echipotență,1
9375,echipă,1
9376,echistică,1
9377,echitabil,1
9378,echitate,1
9379,echitație,1
9380,echiunghiular,1
9381,echivala,1
9382,echivalent,1
9383,echivalență,1
9384,echivoc,1
9385,echivocitate,1
9386,ecidie,1
9387,ecidiospor,1
9388,eclampsie,1
9389,eclamptic,1
9390,eclatant,1
9391,eclator,1
9392,eclată,1
9393,eclectic,1
9394,eclectism,1
9395,ecler,1
9396,ecleraj,1
9397,ecleror,1
9398,eclesie,1
9399,eclezial,1
9400,ecleziarh,1
9401,ecleziast,1
9402,ecleziastic,1
9403,eclimetru,1
9404,eclipsa,1
9405,eclipsă,1
9406,ecliptic,1
9407,ecliptică,1
9408,eclogit,1
9409,eclozionator,1
9410,ecloziune,1
9411,ecluza,1
9412,ecluză,1
9413,ecoanson,1
9414,ecocid,1
9415,ecoencefalografie,1
9416,ecofobie,1
9417,ecograf,1
9418,ecografic,1
9419,ecografie,1
9420,ecogramă,1
9421,ecolalie,1
9422,ecolocație,1
9423,ecolog,1
9424,ecologic,1
9425,ecologie,1
9426,ecologism,1
9427,ecologist,1
9428,ecometric,1
9429,ecometrie,1
9430,ecometru,1
9431,ecomimie,1
9432,econdrom,1
9433,econom,1
9434,econometric,1
9435,econometrie,1
9436,economic,1
9437,economie,1
32838,economisi,0
9438,economism,1
9439,economist,1
9440,economizor,1
9441,ecopraxie,1
9442,ecorșeu,1
9443,ecoscop,1
9444,ecoscopie,1
9445,ecosistem,1
9446,ecosondă,1
9447,ecospecie,1
9448,ecostabilitate,1
9449,ecotip,1
9450,ecoturism,1
9451,ecou,1
9452,ecran,1
9453,ecrazită,1
9454,ecrazor,1
9455,ecritură,1
9456,ecru,1
9457,ectazie,1
32839,ectenie,0
9458,ectimă,1
9459,ectoblast,1
9460,ectoblastic,1
9461,ectocardie,1
9462,ectoderm,1
9463,ectodermic,1
9464,ectoendoparazită,1
9465,ectofit,1
9466,ectogeneză,1
9467,ectoparazit,1
9468,ectopic,1
9469,ectopie,1
9470,ectoplasmă,1
9471,ectosferă,1
9472,ectotrof,1
9473,ectrodactilie,1
9474,ectromelie,1
9475,ectropion,1
9476,ecuadorian,1
9477,ecuator,1
9478,ecuatorial,1
9479,ecuație,1
32840,ecuinare,0
9480,ecumenic,1
9481,ecumenicitate,1
9482,ecuson,1
9483,ecvestru,1
9484,ecvideu,1
9485,eczematic,1
9486,eczematos,1
9487,eczemă,1
9488,edace,1
9489,edacitate,1
9490,edafic,1
32841,edec,0
32842,edecliu,0
9491,edem,1
9492,edematic,1
9493,edematos,1
9494,eden,1
9495,edenic,1
9496,edenit,1
9497,edentat,1
9498,ederaceu,1
9499,edict,1
9500,edictal,1
9501,edicul,1
9502,edifiant,1
9503,edifica,1
9504,edificator,1
9505,edificație,1
9506,edificiu,1
9507,edil,1
9508,edilitar,1
9509,edilitate,1
9510,edita,1
9511,editor,1
9512,editorial,1
9513,editorialist,1
